iter	MultiClass
0	0.4484916435
1	0.283380692
2	0.1930787702
3	0.1469655526
4	0.1207318036
5	0.09821735008
6	0.08482624882
7	0.07713943333
8	0.07021810959
9	0.0656475867
10	0.06089058672
11	0.05708221442
12	0.05514368022
13	0.0529392718
14	0.05113924625
15	0.04897725619
16	0.04723838048
17	0.04545194529
18	0.04422150255
19	0.04352030473
